Company,Link,Link-Count,DocURL,Error
Suncor Energy Inc.,https://www.suncor.com/en-ca/investors/financial-reports/annual-disclosure,19.0,,
Suzuki Motor Corporation,https://www.globalsuzuki.com/ir/library/annualreport/,23.0,,
SVB Financial Group,https://ir.svb.com/financials/annual-reports-and-proxies/default.aspx,0.0,,
Switch Inc,https://investors.switch.com/sec-filings/default.aspx,0.0,,
Synchrony Financial,https://investors.synchrony.com/financial-results,242.0,,
Syneos Health Inc,https://www.investor.syneoshealth.com/financials/annual-reports,2.0,,
Synnex Corp,https://ir.synnex.com/financials/default.aspx#section=annual-reports,0.0,,
Synopsys Inc.,https://www.synopsys.com/company/investor-relations/annual-report.html,0.0,,
Synovus Financial Corp,https://investor.synovus.com/financial-info/annual-reports/default.aspx,38.0,,
Sysco Corporation,https://investors.sysco.com/annual-reports-and-sec-filings/annual-reports,85.0,,
T. Rowe Price Group,https://troweprice.gcs-web.com/financial-information/annual-reports,71.0,,
Take-Two Interactive Software Inc.,https://ir.take2games.com/financial-information/annual-reports,17.0,,
Tandem Diabetes Care Inc,https://investor.tandemdiabetes.com/financial/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,33.0,,
Tapestry Inc.,https://www.tapestry.com/investors/,,https://investor.tandemdiabetes.com/static-files/48026121-2fe8-41e1-b820-01a2f61b79b8,"Message: stale element reference: stale element not found
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x001AD6B1]
	(No symbol) [0x001A76F6]
	(No symbol) [0x001A6408]
	(No symbol) [0x001A879A]
	(No symbol) [0x001A8840]
	(No symbol) [0x001D81FB]
	(No symbol) [0x002066D0]
	(No symbol) [0x001F2B5C]
	(No symbol) [0x002055CA]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Targa Resources Inc,https://www.targaresources.com/investors/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,30.0,,
Target Corporation,https://investors.target.com/annual-reports,0.0,,
Taubman Centers Inc,https://investors.simon.com/financial-information/annual-reports,67.0,,
Tcf Financial Corp,http://huntington-ir.com/fin/annual/,12.0,,
Td Ameritrade Holding,not available,,https://ir.huntington.com/regulatory-sec-filings/annual-reports/content/0001193125-15-049355/0001193125-15-049355.pdf,"Message: invalid argument
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A32B0]
	(No symbol) [0x00195BE4]
	(No symbol) [0x0019450F]
	(No symbol) [0x00194AF8]
	(No symbol) [0x001A5193]
	(No symbol) [0x00205B61]
	(No symbol) [0x001F2B5C]
	(No symbol) [0x002055CA]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
TE Connectivity Ltd.,https://investors.te.com/financial-reports/annual-reports/default.aspx,0.0,,
Teck Resources Limited,https://www.teck.com/investors/financial-reports/annual-reports-archive/,54.0,,
Teladoc Health Inc,https://ir.teladochealth.com/financial-info/annual-reports/default.aspx,0.0,,
Teledyne Technologies Incorporated,https://www.teledyne.com/investors/annual-reports,23.0,,
Teleflex Incorporated,https://investors.teleflex.com/financials/financial-summary/default.aspx,0.0,,
Telephone & Data Systems,https://www.tdsinc.com/investor-relations/financials/annual-reports-and-proxy-statements/default.aspx,0.0,,
Tempur Sealy Intl Inc,https://investor.tempursealy.com/sec-filings/sec-filing/10-k/0001206264-21-000053,10.0,,
Teradata Corp,https://investor.teradata.com/financial-reports/sec-filings/default.aspx,0.0,,
Teradyne Inc.,https://investors.teradyne.com/financials-filings/annual-reports-proxies,83.0,,
Tesla Inc,https://ir.tesla.com/sec-filings#tab-none&groups=annualquarterlyreports&items_per_page=12&list_id=tcl-list-1&page=0&years=none,12.0,,
Tesoro Corporation,https://www.mplx.com/Investors/Annual_Report_10K/,1.0,,
Texas Instruments,https://investor.ti.com/financial-information/earnings-annual-reports,236.0,,
Textron Inc.,https://investor.textron.com/investors/financial-reports/financial-summary/default.aspx,0.0,,
Tfs Finl Corp,https://ir.thirdfederal.com/sec-filings/default.aspx,0.0,,
The Bank of New York Mellon,https://www.bnymellon.com/us/en/investor-relations/annual-reports-and-proxy.html,47.0,,
The Chemours Company,https://investors.chemours.com/financials/annual-and-proxy/default.aspx,0.0,,
The Coca-Cola Company,https://investors.coca-colacompany.com/filings-reports/annual-filings-10-k?form_type=10-K&year=,10.0,,
The Home Depot,https://ir.homedepot.com/financial-reports/annual-reports/recent,14.0,,
The Trade Desk Inc,https://investors.thetradedesk.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table,0.0,,
The Walt Disney Company,https://thewaltdisneycompany.com/investor-relations/#reports,215.0,,
The Wendy'S Company,https://www.irwendys.com/financials/annual-report-and-proxy/default.aspx,0.0,,
Thermo Fisher Scientific,https://ir.thermofisher.com/investors/financials/annual-reports/default.aspx,0.0,,
Thor Industries Inc,https://ir.thorindustries.com/investor-tools/annual-reports-and-proxy-statements/default.aspx,0.0,,
thyssenkrupp AG,https://www.thyssenkrupp.com/en/investors/reporting-and-publications/,23.0,,
Tiffany & Co,https://www.lvmh.com/investors/investors-and-analysts/at-a-glance/,8.0,,
Timken Co,https://investors.timken.com/financials/annual-reports/default.aspx,0.0,,
TJX Companies Inc,https://www.tjx.com/investors/financial-information/annual-report,13.0,,
T-Mobile US Inc.,https://investor.t-mobile.com/financial-performance/annual-reports-and-proxy-statements/default.aspx,32.0,,
Toll Brothers Inc,https://investors.tollbrothers.com/financials-and-filings/annual-reports,28.0,,
"Toray Industries, Inc.",https://www.toray.com/global/ir/annual_reports/,25.0,,
Toro Co,https://www.thetorocompany.com/financial-information/annual-reports,10.0,,
Total,https://totalenergies.com/investors/publications-and-regulated-information/reports-and-publications,255.0,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Toyota Motor Corporation,https://global.toyota/en/ir/library/annual/,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Tractor Supply Company,https://ir.tractorsupply.com/investor-relations/financials/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Tradeweb Markets,https://investors.tradeweb.com/financial-information/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Trane Technologies plc,https://investors.tranetechnologies.com/financial-information/annual-reports-and-proxies/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
TransDigm Group Incorporated,https://www.transdigm.com/investor-relations/annual-reports/,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Transunion,https://investors.transunion.com/financials,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Travelers Companies Inc.,https://investor.travelers.com/financial-information/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Treehouse Foods Inc,https://www.treehousefoods.com/investors/financials/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Trex Inc,https://www.trex.com/our-company/investor-relations/,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Trimble Inc.,https://investor.trimble.com/annuals-and-proxies,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Trinity Industries Inc,https://www.trin.net/investor-relations/financial-performance/annual-reports-shareholder-letters/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Tripadvisor Inc,https://ir.tripadvisor.com/financial-information/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Truist Financial Corporation,https://ir.truist.com/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Twilio Inc,https://investors.twilio.com/financials/default.aspx#annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Twitter Inc.,https://investor.twitterinc.com/financial-information/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Tyler Technologies Inc.,https://tylertech.irpass.com/Annual_Report_Financials,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Tyson Foods Inc.,https://ir.tyson.com/reports/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
